345542944,4890571,Rusty Matthew,Ignacio James Vandamme Tillett,Rusty Matthew,Harris Rotz,Bogota,Cll 93A Sur# 67A - 20E,sumdumass@sbcglobal.net,9830601,Ignacio James Vandamme Tillett
664955669,7485773,Michael Carl,Ignacio James Vandamme Tillett,Michael Carl,Ragan Jones,Bogota,Cll 57E Sur# 37E - 87A,wonderkid@mac.com,3252221,Ignacio James Vandamme Tillett
166413375,7249045,Wayne George,Franklin Julian Steppe Johnson,Wayne George,Yap Davenport,Bogota,Cll 20D  # 89D - 6C,ovprit@yahoo.ca,2476725,Franklin Julian Steppe Johnson
81622559,1897593,Kenneth Richard,Franklin Julian Steppe Johnson,Kenneth Richard,Rodgers Oden,Bogota,Cll 92A  # 75  - 81 ,lamky@live.com,9006737,Franklin Julian Steppe Johnson
163691094,2924463,Sharon Deborah,Randall George Wright Mills,Sharon Deborah,Hilliard Renyer,Bogota,Cll 124B  # 49A - 100C,morain@verizon.net,5588358,Randall George Wright Mills
1088084276,4263380,Manuel Robert,Randall George Wright Mills,Manuel Robert,Rolon Collier,Bogota,Cll 192E Sur# 94  - 73C,cgcra@yahoo.com,9933322,Randall George Wright Mills
322889919,1120748,Ronald Frank,Randall George Wright Mills,Ronald Frank,Kim Sison,Bogota,Cll 66D Sur# 52A - 14D,mccurley@msn.com,4725541,Randall George Wright Mills
1058142563,5713822,Holly Rhonda,Randall George Wright Mills,Holly Rhonda,Hancock Athayde,Bogota,Cll 179  Sur# 26  - 50 ,leocharre@aol.com,1774725,Randall George Wright Mills
143095291,7555748,Marcus Robert,Antoinette Ada Woodall Shipley,Marcus Robert,Pullen Moga,Bogota,Cll 96A Sur# 10B - 24D,pplinux@att.net,6778076,Antoinette Ada Woodall Shipley
361510317,1786772,Patricia Jenny,Antoinette Ada Woodall Shipley,Patricia Jenny,Ibarra Weber,Bogota,Cll 216  Sur# 33D - 54 ,bradl@gmail.com,9283232,Antoinette Ada Woodall Shipley
612298093,2205139,Tammy Caitlin,Antoinette Ada Woodall Shipley,Tammy Caitlin,Davis Dowd,Bogota,Cll 1C  # 57C - 22D,bmidd@live.com,9401232,Antoinette Ada Woodall Shipley
1073267196,8365774,Anna Helen,Antoinette Ada Woodall Shipley,Anna Helen,Amos Renteria,Bogota,Cll 172B Sur# 62E - 16B,gomor@verizon.net,9465460,Antoinette Ada Woodall Shipley
345276750,2414217,Samuel Beau,Antoinette Ada Woodall Shipley,Samuel Beau,Trela Jiminez,Bogota,Cll 153B Sur# 85C - 87A,krueger@outlook.com,3237154,Antoinette Ada Woodall Shipley
844214336,5736350,Christopher Michael,Michelle Barbara Adams Mcmurray,Christopher Michael,Strickland Adams,Bogota,Cll 73D Sur# 9  - 72B,grothoff@yahoo.com,5390323,Michelle Barbara Adams Mcmurray
441784718,1626059,Tyler Mikel,Michelle Barbara Adams Mcmurray,Tyler Mikel,Crow Ramirez,Bogota,Cll 121  Sur# 13E - 5D,flavell@msn.com,3608372,Michelle Barbara Adams Mcmurray
333680743,5741199,Clarence Lorenzo,Michelle Barbara Adams Mcmurray,Clarence Lorenzo,Higgins Reid,Bogota,Cll 124E  # 11B - 89A,thowell@me.com,7874171,Michelle Barbara Adams Mcmurray
681826507,2745259,Jason Lester,Michelle Barbara Adams Mcmurray,Jason Lester,Bisson Buterbaugh,Bogota,Cll 42D  # 96D - 64B,dimensio@live.com,3155518,Michelle Barbara Adams Mcmurray
940317334,9361662,Theodore James,Michelle Barbara Adams Mcmurray,Theodore James,Gonzales Perez,Bogota,Cll 97C  # 49B - 41B,leviathan@verizon.net,6786284,Michelle Barbara Adams Mcmurray
255729783,1289860,James Christopher,Lois Billie Scott Carrington,James Christopher,Gonzalez Cloutier,Bogota,Cll 117   # 82B - 7D,meder@aol.com,9855724,Lois Billie Scott Carrington
1071000652,9541226,Brian Don,Lois Billie Scott Carrington,Brian Don,Goggins Fassett,Bogota,Cll 223C  # 51A - 19D,trygstad@me.com,8488758,Lois Billie Scott Carrington
1074011299,3313800,Richard Gregory,Lois Billie Scott Carrington,Richard Gregory,Hammack Blanton,Bogota,Cll 1B  # 89E - 69B,tedrlord@msn.com,4392407,Lois Billie Scott Carrington
885419754,8769725,Estela Anne,Lois Billie Scott Carrington,Estela Anne,Pack Buell,Bogota,Cll 109  Sur# 97C - 20D,citadel@yahoo.ca,3780828,Lois Billie Scott Carrington
753651742,3464711,Karen Jodi,Lois Billie Scott Carrington,Karen Jodi,Campbell Driscoll,Bogota,Cll 17A  # 4  - 86E,csilvers@yahoo.ca,8602506,Lois Billie Scott Carrington
1079662778,2293781,Johanna Sandra,Donald John Coulson Smelser,Johanna Sandra,Westbrooks Hutchins,Bogota,Cll 206B  # 4A - 52A,dbindel@outlook.com,9918841,Donald John Coulson Smelser
875410760,1119657,Jamie Barbara,Donald John Coulson Smelser,Jamie Barbara,Vallejo Crigger,Bogota,Cll 9C Sur# 47  - 2D,blixem@msn.com,7125116,Donald John Coulson Smelser
404497379,4802018,Lakisha Naomi,Donald John Coulson Smelser,Lakisha Naomi,Jenkins Lee,Bogota,Cll 206E Sur# 5C - 60E,rddesign@optonline.net,2430340,Donald John Coulson Smelser
387896883,4514749,Layne Crystal,Donald John Coulson Smelser,Layne Crystal,Ozley Smtih,Bogota,Cll 99A Sur# 15B - 34B,heroine@gmail.com,7711198,Donald John Coulson Smelser
256954743,8131943,Darren Nathan,Donald John Coulson Smelser,Darren Nathan,Mckoy Tenery,Bogota,Cll 58C  # 65D - 61 ,kobayasi@att.net,5312353,Donald John Coulson Smelser
668245285,6053899,Christina Winifred,Donald John Coulson Smelser,Christina Winifred,Macintyre Sims,Bogota,Cll 44B Sur# 37C - 97E,steve@icloud.com,9210565,Donald John Coulson Smelser
902226030,4424091,Doris Dorothy,Jim Lewis Larson Grimes,Doris Dorothy,Neal Hughes,Bogota,Cll 173E Sur# 53B - 85D,rmcfarla@msn.com,9843474,Jim Lewis Larson Grimes
417298539,2117493,Ernest Marco,Jim Lewis Larson Grimes,Ernest Marco,Maloney Tarpey,Bogota,Cll 20C  # 85E - 89E,crowemojo@att.net,1722095,Jim Lewis Larson Grimes
655385622,9577461,Larry Noel,Jim Lewis Larson Grimes,Larry Noel,Owens Craven,Bogota,Cll 75A  # 23C - 14 ,aprakash@sbcglobal.net,9343301,Jim Lewis Larson Grimes
638645439,9785771,Clarence William,Jim Lewis Larson Grimes,Clarence William,Rodriguez Mccowan,Bogota,Cll 64B Sur# 95A - 12A,lydia@msn.com,5583606,Jim Lewis Larson Grimes
799480989,1011989,Helen Margie,Jim Lewis Larson Grimes,Helen Margie,Sarate Hoff,Bogota,Cll 226E Sur# 94B - 74D,tkrotchko@gmail.com,7782127,Jim Lewis Larson Grimes
983566587,9599850,Joseph Hubert,Jim Lewis Larson Grimes,Joseph Hubert,Turner Hardy,Bogota,Cll 198A Sur# 5A - 19E,kalpol@mac.com,2247690,Jim Lewis Larson Grimes
248336914,4287628,Charles Michael,Norma Michelle Colony Mcentire,Charles Michael,Tanner Mallen,Bogota,Cll 80A  # 21E - 68E,syncnine@me.com,2965634,Norma Michelle Colony Mcentire
546293384,2098616,Frances Lesley,Norma Michelle Colony Mcentire,Frances Lesley,Miller Mcardle,Bogota,Cll 151A Sur# 88A - 63B,djpig@msn.com,3776149,Norma Michelle Colony Mcentire
193864043,4924231,Thomas Zachary,Norma Michelle Colony Mcentire,Thomas Zachary,Miller Anderson,Bogota,Cll 156D  # 72D - 44 ,giafly@aol.com,2786751,Norma Michelle Colony Mcentire
612893305,6071711,Juli Daisy,Norma Michelle Colony Mcentire,Juli Daisy,Aleman Dixon,Bogota,Cll 153D Sur# 91C - 27A,ntegrity@outlook.com,5937240,Norma Michelle Colony Mcentire
874799577,5235602,Charles Delaine,Norma Michelle Colony Mcentire,Charles Delaine,Cosner Mccarthy,Bogota,Cll 27D Sur# 72B - 45 ,jshearer@aol.com,3360213,Norma Michelle Colony Mcentire
890719653,2473414,Mandy Jennifer,Antonio Sam Alvarez Calhoun,Mandy Jennifer,Edemann Street,Bogota,Cll 219C  # 9B - 73C,jrifkin@icloud.com,7871511,Antonio Sam Alvarez Calhoun
919397283,8402878,Ruth Susan,Antonio Sam Alvarez Calhoun,Ruth Susan,Sinclaire Numbers,Bogota,Cll 169D  # 9C - 83E,evilopie@live.com,4060624,Antonio Sam Alvarez Calhoun
882264490,5072490,Kimberly Linda,Antonio Sam Alvarez Calhoun,Kimberly Linda,Fountain Bishop,Bogota,Cll 95C Sur# 42A - 87 ,jtorkbob@yahoo.com,8188308,Antonio Sam Alvarez Calhoun
932982928,1235212,Cynthia Phuong,Jason Jeremy Strong Villegas,Cynthia Phuong,Bright Miyamoto,Bogota,Cll 39C  # 26C - 41D,penna@aol.com,1879806,Jason Jeremy Strong Villegas
1065680709,7305071,Janet Joan,Jason Jeremy Strong Villegas,Janet Joan,Barnes Bacon,Bogota,Cll 198E Sur# 78A - 88C,privcan@live.com,8319329,Jason Jeremy Strong Villegas
632620118,5870465,Craig Darrell,Jason Jeremy Strong Villegas,Craig Darrell,Cowie Caro,Bogota,Cll 161  Sur# 25E - 73E,mcrawfor@sbcglobal.net,1840755,Jason Jeremy Strong Villegas
1003921192,1884109,John Howard,Jason Jeremy Strong Villegas,John Howard,Franklin Templeton,Bogota,Cll 126B Sur# 83B - 4D,mschwartz@icloud.com,3426531,Jason Jeremy Strong Villegas
369850716,5977050,Jan Joan,Jason Jeremy Strong Villegas,Jan Joan,Flahive Moyer,Bogota,Cll 35A Sur# 50A - 59B,mavilar@verizon.net,1929308,Jason Jeremy Strong Villegas
722026022,1022306,Raphael Craig,Jason Jeremy Strong Villegas,Raphael Craig,Casillas Hodges,Bogota,Cll 50E  # 54D - 62E,mallanmba@att.net,6585541,Jason Jeremy Strong Villegas
624514265,9563231,Denny Ronald,Donald Howard Hayes Odom,Denny Ronald,Kane Ward,Bogota,Cll 39E Sur# 51  - 55D,janneh@comcast.net,8831821,Donald Howard Hayes Odom
635037986,9091492,Craig Michael,Donald Howard Hayes Odom,Craig Michael,Borkowski Davidson,Bogota,Cll 223A  # 33C - 1D,nelson@yahoo.ca,9879513,Donald Howard Hayes Odom
585938321,8004610,George Richard,Nestor Michael Larson Smith,George Richard,Stevens Albert,Bogota,Cll 24B Sur# 75E - 39C,sassen@yahoo.com,7541569,Nestor Michael Larson Smith
250268694,2455848,Rosa Lois,Nestor Michael Larson Smith,Rosa Lois,Tyson Covington,Bogota,Cll 90B Sur# 28C - 11 ,kosact@mac.com,8236965,Nestor Michael Larson Smith
659177974,9706682,Lourie Carolyn,Nestor Michael Larson Smith,Lourie Carolyn,Chatman Mcdermott,Bogota,Cll 2  Sur# 92  - 76A,mwilson@mac.com,5005815,Nestor Michael Larson Smith
974000452,3054188,Dana Angel,Nestor Michael Larson Smith,Dana Angel,Machado Diamond,Bogota,Cll 199E Sur# 41C - 8B,ournews@icloud.com,4587971,Nestor Michael Larson Smith
833994744,9675412,Leanne Jenna,Nestor Michael Larson Smith,Leanne Jenna,Alexander Michael,Bogota,Cll 226D  # 45A - 33B,rande@icloud.com,3753656,Nestor Michael Larson Smith
846117740,2168588,Donald Jose,Nancy Rose Boggs Herrmann,Donald Jose,Jackson Duran,Bogota,Cll 43A Sur# 42  - 86 ,hling@yahoo.ca,8212703,Nancy Rose Boggs Herrmann
768090916,7114498,Rosendo Timothy,Nancy Rose Boggs Herrmann,Rosendo Timothy,Lane Ramos,Bogota,Cll 62A Sur# 21D - 6A,dartlife@me.com,2662013,Nancy Rose Boggs Herrmann
870581263,5794201,Joe Todd,Paul Walter Dobrich Russo,Joe Todd,Jawad Miranda,Bogota,Cll 195D  # 60A - 23E,matthijs@icloud.com,3003340,Paul Walter Dobrich Russo
128342215,6050645,Larisa Anne,Paul Walter Dobrich Russo,Larisa Anne,Szaflarski Brunner,Bogota,Cll 207C Sur# 23C - 23A,laird@live.com,5240662,Paul Walter Dobrich Russo
49526473,3136372,Ralph David,Paul Walter Dobrich Russo,Ralph David,Diaz Roy,Bogota,Cll 116  Sur# 13B - 30C,liedra@sbcglobal.net,7406152,Paul Walter Dobrich Russo
236133966,2061387,Melissa Ellen,Joseph Sam Jackson Mcwhorter,Melissa Ellen,Ellis Woodruff,Cali,Cll 205E  # 34B - 76E,tattooman@hotmail.com,8346756,Joseph Sam Jackson Mcwhorter
76719515,3086508,Ronda Stefanie,Joseph Sam Jackson Mcwhorter,Ronda Stefanie,Hainley Ham,Cali,Cll 3E  # 93A - 9B,sriha@aol.com,3242338,Joseph Sam Jackson Mcwhorter
260404299,3334277,Samuel Gregory,Mary Jimmie Marinese Bojorquez,Samuel Gregory,Glover Caro,Cali,Cll 8E Sur# 75A - 75 ,lydia@yahoo.com,2087306,Mary Jimmie Marinese Bojorquez
1089127199,2506104,Wesley Allen,Mary Jimmie Marinese Bojorquez,Wesley Allen,Daniels Jordan,Cali,Cll 123C Sur# 20  - 88B,ismail@hotmail.com,9600727,Mary Jimmie Marinese Bojorquez
224794489,4068255,Rosa Carol,Ellen Paula Crawford Baker,Rosa Carol,Johnson Glancy,Cali,Cll 62C Sur# 1C - 72A,studyabr@msn.com,8520634,Ellen Paula Crawford Baker
325844682,2062699,Joyce Amanda,Ellen Paula Crawford Baker,Joyce Amanda,Ashley Doak,Cali,Cll 31C Sur# 39C - 57E,meder@aol.com,7419052,Ellen Paula Crawford Baker
138056320,2895227,Alice Mary,Misty Robin Franklin Sapp,Alice Mary,Rivera Stanley,Cali,Cll 195D  # 74B - 98C,aardo@msn.com,3779861,Misty Robin Franklin Sapp
771551533,6271436,Charlotte Erica,Misty Robin Franklin Sapp,Charlotte Erica,Graham Morse,Cali,Cll 97C Sur# 50B - 37 ,grady@att.net,3550914,Misty Robin Franklin Sapp
1005660349,7618546,Eric Johnny,Misty Robin Franklin Sapp,Eric Johnny,Sommers Hartzler,Cali,Cll 211A Sur# 40A - 48D,dhwon@outlook.com,6582982,Misty Robin Franklin Sapp
442784588,7340184,Mark Roman,Misty Robin Franklin Sapp,Mark Roman,Merrifield Page,Cali,Cll 170E  # 77E - 99E,lbecchi@icloud.com,4704447,Misty Robin Franklin Sapp
591871749,7001086,Christopher Don,Cheryl Brittney Washington Salazar,Christopher Don,Sulla Duckworth,Cali,Cll 160A  # 82D - 6A,kiddailey@att.net,7152737,Cheryl Brittney Washington Salazar
1001002645,2496407,Frankie Jane,Cheryl Brittney Washington Salazar,Frankie Jane,Young Sales,Cali,Cll 124C Sur# 77A - 44 ,gtaylor@yahoo.ca,1412881,Cheryl Brittney Washington Salazar
563823204,4028525,Debra Jacquelyne,Larry Bob Kelly Meadows,Debra Jacquelyne,Italia Uhrin,Cali,Cll 195D Sur# 16B - 13A,techie@yahoo.com,2223007,Larry Bob Kelly Meadows
1071518953,1349256,Ava Bernadine,Larry Bob Kelly Meadows,Ava Bernadine,Ringel Miller,Cali,Cll 141C  # 100C - 55E,corrada@me.com,8281062,Larry Bob Kelly Meadows
229699527,3443276,Johnny Leon,Larry Bob Kelly Meadows,Johnny Leon,Lee Mondragon,Cali,Cll 104B Sur# 59  - 40C,gator@live.com,8470367,Larry Bob Kelly Meadows
228480220,8409236,Brian Brian,Larry Bob Kelly Meadows,Brian Brian,Lempke Underwood,Cali,Cll 228B Sur# 68C - 54B,syrinx@aol.com,7144015,Larry Bob Kelly Meadows
110115468,5400897,Lori Elfriede,Larry Bob Kelly Meadows,Lori Elfriede,Musial Donnelson,Cali,Cll 180C  # 64  - 6E,chrwin@verizon.net,9782294,Larry Bob Kelly Meadows
782302864,9004760,Jeanne Rebecca,Shavon Anna Jarvi Frazier,Jeanne Rebecca,Burris Noble,Cali,Cll 219C Sur# 24A - 57A,msroth@mac.com,9585241,Shavon Anna Jarvi Frazier
872377707,1972476,Heather Lillian,Shavon Anna Jarvi Frazier,Heather Lillian,Robuck Campbell,Cali,Cll 56   # 77E - 27B,pgottsch@att.net,4064189,Shavon Anna Jarvi Frazier
288881257,6079308,Fernando Shane,Shavon Anna Jarvi Frazier,Fernando Shane,Cochran Evans,Cali,Cll 140C  # 52A - 44E,gastown@att.net,3946277,Shavon Anna Jarvi Frazier
1089676029,6824611,Ken Eugene,Elaine Adelaide Oconnor Sowa,Ken Eugene,Mooneyhan Palomares,Cali,Cll 21B Sur# 10A - 47B,augusto@live.com,6913468,Elaine Adelaide Oconnor Sowa
887730635,6705357,John Albert,Elaine Adelaide Oconnor Sowa,John Albert,Strecker Slagle,Cali,Cll 115D Sur# 65  - 52E,cremonini@aol.com,2081432,Elaine Adelaide Oconnor Sowa
437402886,3368368,Sofia Hazel,Kristen Karen Huskey Vargas,Sofia Hazel,Lim Heming,Cali,Cll 173E Sur# 85  - 100A,jamuir@gmail.com,4463455,Kristen Karen Huskey Vargas
678799599,9506176,Freda Kelly,Kristen Karen Huskey Vargas,Freda Kelly,Perez Collins,Cali,Cll 63A Sur# 24C - 37 ,gomor@msn.com,8047147,Kristen Karen Huskey Vargas
856048854,3002391,Linda Colette,Kristen Karen Huskey Vargas,Linda Colette,Sheppard Macmillan,Cali,Cll 11B  # 73D - 83B,luvirini@msn.com,7679779,Kristen Karen Huskey Vargas
1037930617,3548815,Donald Michel,Kristen Karen Huskey Vargas,Donald Michel,Fabela Elmquist,Cali,Cll 21C  # 73E - 97C,chance@sbcglobal.net,7260468,Kristen Karen Huskey Vargas
435648953,4674293,Janie Patricia,Kristen Karen Huskey Vargas,Janie Patricia,Barker Kosco,Cali,Cll 62A  # 51B - 99B,miltchev@gmail.com,2028068,Kristen Karen Huskey Vargas
58161822,2844699,Kellie Rebecca,Dennis Thomas Cooper Savage,Kellie Rebecca,Stemmer Halfhill,Cali,Cll 2   # 69A - 35A,cparis@mac.com,7162596,Dennis Thomas Cooper Savage
251945102,6038160,Charles Gary,Dennis Thomas Cooper Savage,Charles Gary,Pang Edwards,Cali,Cll 225   # 87A - 54A,mwandel@hotmail.com,3566313,Dennis Thomas Cooper Savage
836280424,5755702,Samuel Joseph,Dennis Thomas Cooper Savage,Samuel Joseph,Acree Doolittle,Cali,Cll 59E Sur# 52E - 28A,wbarker@outlook.com,4153520,Dennis Thomas Cooper Savage
651253358,2373612,Joseph Daniel,Abraham Daniel Morace Ward,Joseph Daniel,Varner Rhim,Cali,Cll 201D  # 32  - 59E,mcsporran@optonline.net,8262559,Abraham Daniel Morace Ward
1104515638,3299461,Kathleen Louella,Abraham Daniel Morace Ward,Kathleen Louella,Wild Thomas,Cali,Cll 4B  # 57E - 72 ,oechslin@me.com,5414622,Abraham Daniel Morace Ward
312049577,2703794,Janice Ruby,Abraham Daniel Morace Ward,Janice Ruby,Quiroz Cameron,Cali,Cll 226   # 79D - 14A,openldap@verizon.net,6066662,Abraham Daniel Morace Ward
499075847,1684025,Sheila Karie,Abraham Daniel Morace Ward,Sheila Karie,Gay Jackson,Cali,Cll 186C  # 36E - 74A,farber@sbcglobal.net,6482604,Abraham Daniel Morace Ward
123862481,3982934,Jerry Stephen,Joseph Robert Stephenson Reeve,Jerry Stephen,Trible Famulare,Cali,Cll 51E  # 76A - 5E,dawnsong@yahoo.ca,6516051,Joseph Robert Stephenson Reeve
988453761,9779174,Antonio Greg,Joseph Robert Stephenson Reeve,Antonio Greg,Norris Gamba,Cali,Cll 28   # 18A - 9 ,smeier@aol.com,1823049,Joseph Robert Stephenson Reeve
712931606,4552346,Dan Jason,Joseph Robert Stephenson Reeve,Dan Jason,Kosco Fornes,Cali,Cll 151   # 47  - 64D,eminence@optonline.net,3973704,Joseph Robert Stephenson Reeve
1068256426,7012898,Maurice Christopher,Joseph Robert Stephenson Reeve,Maurice Christopher,Adkins Adams,Cali,Cll 165A Sur# 77D - 83D,rjones@comcast.net,7086474,Joseph Robert Stephenson Reeve
140893262,5470372,Maureen Rhonda,Joseph Robert Stephenson Reeve,Maureen Rhonda,Judge Mateus,Cali,Cll 100   # 22A - 76A,rwelty@msn.com,2977919,Joseph Robert Stephenson Reeve
1069424600,5574131,Kevin David,Joseph Robert Stephenson Reeve,Kevin David,Jackson Turner,Cali,Cll 97B Sur# 89D - 3C,bockelboy@aol.com,7053915,Joseph Robert Stephenson Reeve
124900005,7402176,Vance Lee,Debra Lula Leeds Snodgrass,Vance Lee,Tooley Ford,Cali,Cll 102A Sur# 43  - 91C,killmenow@aol.com,7053803,Debra Lula Leeds Snodgrass
981659719,1472718,Robert Tyree,Debra Lula Leeds Snodgrass,Robert Tyree,Anastasiades Heredia,Cali,Cll 225D Sur# 59  - 15B,adhere@icloud.com,5596185,Debra Lula Leeds Snodgrass
415055451,4904633,Randall Thomas,Amanda Paula Thompson Henry,Randall Thomas,Thomas Hale,Cali,Cll 102E  # 22E - 96 ,panolex@live.com,4536465,Amanda Paula Thompson Henry
429312813,8193459,Buford Robert,Amanda Paula Thompson Henry,Buford Robert,Fanning Jefferson,Cali,Cll 189D  # 66E - 100D,munge@aol.com,4922456,Amanda Paula Thompson Henry
1084013809,9534113,Caren Michelle,Amanda Paula Thompson Henry,Caren Michelle,Bridges Salamanca,Cali,Cll 6E  # 1C - 91 ,shrapnull@sbcglobal.net,3153059,Amanda Paula Thompson Henry
995444303,8920297,Norma Aida,Amanda Paula Thompson Henry,Norma Aida,Danielson Rennels,Cali,Cll 181  Sur# 9C - 97B,bcevc@icloud.com,5116398,Amanda Paula Thompson Henry
862333651,4087591,Kelly Nancy,Perry Angelo Joiner Arocho,Kelly Nancy,Kresge Panzarino,Medellin,Cll 25A  # 50B - 83D,goresky@yahoo.com,8048035,Perry Angelo Joiner Arocho
688529615,8789581,Alex Aaron,Perry Angelo Joiner Arocho,Alex Aaron,Carr Christensen,Medellin,Cll 223B  # 8A - 67B,graham@outlook.com,1979660,Perry Angelo Joiner Arocho
291664357,8370692,Gordon William,Perry Angelo Joiner Arocho,Gordon William,Baham Martin,Medellin,Cll 41A Sur# 53  - 6A,seanq@comcast.net,4956547,Perry Angelo Joiner Arocho
107787496,2687836,Alan Jesse,Alice Denise Jackson Burger,Alan Jesse,Flournoy Sabin,Medellin,Cll 67B  # 2  - 36A,boomzilla@icloud.com,8403081,Alice Denise Jackson Burger
559600827,7776584,Cindy Joyce,Alice Denise Jackson Burger,Cindy Joyce,Hatchett Lai,Medellin,Cll 17B  # 89A - 87C,fatelk@icloud.com,3540820,Alice Denise Jackson Burger
206750242,1957791,Margaret Barbara,Alice Denise Jackson Burger,Margaret Barbara,Dunlap Stachura,Medellin,Cll 228D  # 38D - 83A,joehall@optonline.net,6461347,Alice Denise Jackson Burger
789071981,9169698,William Gabriel,Debra Josephine Nikolic Williams,William Gabriel,Larrison Johnson,Medellin,Cll 166E Sur# 57E - 61 ,godeke@mac.com,2705044,Debra Josephine Nikolic Williams
1076348991,3108471,Jose Paul,Debra Josephine Nikolic Williams,Jose Paul,Ozley Paradiso,Medellin,Cll 225C  # 45  - 13D,hermanab@mac.com,6156509,Debra Josephine Nikolic Williams
586357163,6381496,Matthew Kevin,Debra Josephine Nikolic Williams,Matthew Kevin,Freeman Clardy,Medellin,Cll 50B Sur# 20E - 70E,jkegl@att.net,4591182,Debra Josephine Nikolic Williams
527289153,3544057,Carol Marcia,Kenneth Brian Johnson Brandt,Carol Marcia,Isbell Zimmerman,Medellin,Cll 125B  # 51B - 52D,gbacon@hotmail.com,7266552,Kenneth Brian Johnson Brandt
1063551877,9291121,Sarah Laura,Kenneth Brian Johnson Brandt,Sarah Laura,Mattison New,Medellin,Cll 145A Sur# 55C - 36 ,pfitza@yahoo.com,2950623,Kenneth Brian Johnson Brandt
1089948245,1885543,Gerald George,Kenneth Brian Johnson Brandt,Gerald George,Hillhouse Raminez,Medellin,Cll 49  Sur# 57D - 36D,arathi@msn.com,2604355,Kenneth Brian Johnson Brandt
